run_id,algorithm_group_id,point_id,hardware_id,repetition,n_scan_points,detector_shape,diffraction_storage_dtype,object_shape,probe_shape,num_epochs,batch_size,dm_chunk_length,batching_mode,optimized_parameter_groups,forward_propagation_configuration,forward_model_memory_options,optional_feature_schedule,compute_precision,data_residency
run-00033,rpie,p003,jlse-gh200-single-accelerator,3,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,32,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00034,rpie,p004,jlse-gh200-single-accelerator,1,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00035,rpie,p004,jlse-gh200-single-accelerator,2,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00036,rpie,p004,jlse-gh200-single-accelerator,3,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00037,mpie_runner_configuration,p001,jlse-gh200-single-accelerator,1,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00038,mpie_runner_configuration,p001,jlse-gh200-single-accelerator,2,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00039,mpie_runner_configuration,p001,jlse-gh200-single-accelerator,3,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00040,mpie_runner_configuration,p002,jlse-gh200-single-accelerator,1,256,"[128, 128]",float32,"[1, 384, 384]","[1, 1, 128, 128]",5,8,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00041,mpie_runner_configuration,p002,jlse-gh200-single-accelerator,2,256,"[128, 128]",float32,"[1, 384, 384]","[1, 1, 128, 128]",5,8,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00042,mpie_runner_configuration,p002,jlse-gh200-single-accelerator,3,256,"[128, 128]",float32,"[1, 384, 384]","[1, 1, 128, 128]",5,8,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00043,mpie_runner_configuration,p003,jlse-gh200-single-accelerator,1,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,32,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00044,mpie_runner_configuration,p003,jlse-gh200-single-accelerator,2,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,32,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00045,mpie_runner_configuration,p003,jlse-gh200-single-accelerator,3,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,32,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00046,mpie_runner_configuration,p004,jlse-gh200-single-accelerator,1,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00047,mpie_runner_configuration,p004,jlse-gh200-single-accelerator,2,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00048,mpie_runner_configuration,p004,jlse-gh200-single-accelerator,3,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00049,dm,p001,jlse-gh200-single-accelerator,1,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00050,dm,p001,jlse-gh200-single-accelerator,2,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00051,dm,p001,jlse-gh200-single-accelerator,3,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00052,dm,p002,jlse-gh200-single-accelerator,1,256,"[128, 128]",float32,"[1, 384, 384]","[1, 1, 128, 128]",5,8,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00053,dm,p002,jlse-gh200-single-accelerator,2,256,"[128, 128]",float32,"[1, 384, 384]","[1, 1, 128, 128]",5,8,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00054,dm,p002,jlse-gh200-single-accelerator,3,256,"[128, 128]",float32,"[1, 384, 384]","[1, 1, 128, 128]",5,8,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00055,dm,p003,jlse-gh200-single-accelerator,1,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,32,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00056,dm,p003,jlse-gh200-single-accelerator,2,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,32,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00057,dm,p003,jlse-gh200-single-accelerator,3,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,32,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00058,dm,p004,jlse-gh200-single-accelerator,1,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00059,dm,p004,jlse-gh200-single-accelerator,2,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00060,dm,p004,jlse-gh200-single-accelerator,3,1024,"[256, 256]",float32,"[1, 768, 768]","[1, 1, 256, 256]",10,32,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",True
run-00061,lsqml,p001,jlse-gh200-single-accelerator,1,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00062,lsqml,p001,jlse-gh200-single-accelerator,2,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00063,lsqml,p001,jlse-gh200-single-accelerator,3,64,"[64, 64]",float32,"[1, 128, 128]","[1, 1, 64, 64]",2,1,1,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
run-00064,lsqml,p002,jlse-gh200-single-accelerator,1,256,"[128, 128]",float32,"[1, 384, 384]","[1, 1, 128, 128]",5,8,8,RANDOM,"{'object': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe': {'optimizable': True, 'start': 0, 'stop': None, 'stride': 1}, 'probe_positions': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'opr_mode_weights': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}, 'slice_spacings': {'optimizable': False, 'start': 0, 'stop': None, 'stride': 1}}","{'free_space_propagation_distance_m': 'infinity', 'wavelength_m': 1e-09, 'slice_spacings_m': None}","{'low_memory_mode': False, 'pad_for_shift': 4, 'diffraction_pattern_blur_sigma': None}",{'enabled_features': []},"{'default_dtype': 'FLOAT32', 'use_double_precision_for_fft': False}",False
